rsmi,psmi,ea,dh
[C:1]([O:2][C:3](=[O:4])[H:8])([H:5])([H:6])[H:7],[C-:3]#[O+:4].[C:1]([O:2][H:8])([H:5])([H:6])[H:7],70.4191497850931,13.6629686451359
[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([O+:2]=[C-:3][O:4][C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],107.608346282732,59.2181732137835
[C:1]([N:2]([C@@:3]([C:4]([O:5][H:15])([H:13])[H:14])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],[C:1]([N:2]([C@@:3]([C:4]([O:5][H:15])([H:13])[H:14])([N+:7]#[C-:6])[H:12])[H:11])([H:8])([H:9])[H:10],47.72773834633221,16.8706958961534
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4](=[O:5])[C@:6]1([C:7]([H:14])([H:15])[H:16])[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4](=[O+:5][C-:7]([H:14])[H:15])[C:6]1([H:13])[H:16])([H:8])([H:9])[H:10],107.063240538761,89.7962117168432
[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]([C:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([O:6][H:16])([H:10])[H:15])[H:11])([H:7])([H:8])[H:9],70.9275288939185,65.82876273920729
[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:4]([H:10])[O:6][C:5]([H:11])([H:12])[O:3]1)([H:7])([H:8])[H:9],53.9980378941065,0.6580843113926601
[N:1]#[C:2][C:3]([N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])([H:7])[H:8],[N:1](=[C:2]=[C:3]([H:7])[H:8])[N:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12],96.2090394592525,39.7499324857351
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@@:4]1([H:11])[C@:5]1([H:12])[O:6][C@:7]21[H:13],[C:1]1([H:8])([H:9])[C@@:2]([C:7][H:13])([H:10])[O:3][C@@:4]1([C:5](=[O:6])[H:12])[H:11],52.4769040938647,47.9385039717828
[N:1](=[C:2]1/[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[O:7]1)\[H:8],[N:1](=[C:2](/[C:3]([C:4]([C:5](=[C:6]([H:15])[H:16])[H:14])([H:11])[H:12])([H:9])[H:10])[O:7][H:13])\[H:8],73.4657352399523,9.74929138410515
[C:1]([C:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5][C:6]([H:14])([H:15])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10],69.028312538215,65.0545740333853
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8],[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])[C+:4]([N:6]([C-:5]([H:12])[H:13])[H:14])[C:7]1([H:15])[H:16])[H:8],51.380215231154295,24.6793040442444
[O:1]([C@@:2]([C:3]([C:4]#[C:5][H:12])([H:10])[H:11])([C:6]#[C:7][H:13])[H:9])[H:8],[O:1]([C:2](=[C:6]=[C:7]([C:4]1=[C:5]([H:12])[C:3]1([H:10])[H:11])[H:13])[H:9])[H:8],68.2734923029362,7.89987106362362
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[N:5]([H:10])[C@@:6]12[H:11],[O-:1][C:2]1=[C:6]2[C@@:4]([H:9])([C:3]1([H:7])[H:8])[N+:5]2([H:10])[H:11],64.1361841553261,51.928462729011706
[C:1]([C@@:2]12[C@@:3]3([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]([H:14])([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@:7]12[H:16])([H:8])([H:9])[H:10],55.3245280294224,-32.4124761464723
[C:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([C:6]([O:5][C:4]([C:3](=[C:2])[H:10])([H:11])[H:12])([H:13])[H:14])([H:7])([H:8])[H:9],134.34704228817,80.5684462707929
[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[C@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])[H:8],62.3233910076109,42.15274238335439
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C:4]([H:11])([H:12])[O:5][C:6]2([H:13])[H:14],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]12[C-:4]([H:12])[O+:5]=[C:6]2[H:14].[H:11][H:13],89.3501261531085,82.2245088625242
[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])[H:7],[O:1]([C:4]([C:5]([C:6]([C:3]#[N:2])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],87.66410830849459,-39.841969106413295
[N:1](=[C:2]=[C:7]([C:6](=[O:5])[H:9])[H:10])[H:8].[N:3]#[N:4],[N:1](=[C:2]=[C:7]([C@:6]1([H:9])[N:4]=[N:3][O:5]1)[H:10])[H:8],107.18119577058,87.89031064429251
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2]([H:9])([H:12])[N:6]2[C@:3]3([H:10])[C@@:4]1([H:11])[C@@:5]32[H:13],88.25633961119,-8.3806658879692
[C:1]([N:2]([C:3](=[O:4])[O:5][C:6]([H:11])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]=[C:3]=[O:4])([H:7])([H:8])[H:9].[O:5]([C:6]([H:11])([H:12])[H:13])[H:10],53.3342900969932,21.531386391755294
[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[O:6][C@@:7]12[H:12],[H:8][H:11].[O-:1][C:2]1=[N:3][C:4]([H:9])([H:10])[C:5]2=[O+:6][C@@:7]12[H:12],141.350816581888,108.925632177541
[C:1]([C:2]1([O:3][H:9])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13])([H:6])([H:7])[H:8],[C:1]([H:6])([H:7])([H:8])[H:9].[C:2]1(=[O:3])[C:4]([H:10])([H:11])[C:5]1([H:12])[H:13],90.8312252085008,17.1277277290861
[C:1]([c:2]1[c:3]([H:10])[o:4][c:5]([H:11])[c:6]1[H:12])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]=[O:4])[H:10])([H:7])([H:8])[H:9].[C:5](#[C:6][H:12])[H:11],117.390765790679,54.8457389910325
[N:1](=[C:2]1/[C:3]([H:8])=[C:4]([H:9])[C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2]=[C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[O:6]1)[H:8])[H:7],81.8458332443037,41.462648545026205
[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]2[C:5]([H:9])([H:10])[C@@:6]12[H:11],[O:1]([C:2]1=[C:3]([H:8])[N:4]2[C:5]([H:9])([H:10])[C@@:6]12[H:11])[H:7],81.62490002515601,26.8102966377636
[C:1]([N:2]1[C:3]([H:10])([H:11])[C@:4]1([C:5]#[C:6][H:13])[H:12])([H:7])([H:8])[H:9],[C:1]([N:2]1[C:3]([H:10])([H:11])/[C:4]1=[C:5](/[C:6][H:13])[H:12])([H:7])([H:8])[H:9],79.09717865176151,48.89013580449411
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10],[C:1]([C+:2]([C:3]([H:11])([H:12])[H:13])[N:4]([C:5](=[C:6]=[N-:7])[H:15])[H:14])([H:8])([H:9])[H:10],40.1555280967359,16.1180003161939
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@@:3]2([H:11])[O:4][C:5]([H:12])([H:13])[C@@:6]12[H:14],[C:1]([C:2]([H:9])([H:10])[H:12])([C:6]1([H:14])[C-:3]([H:11])[O+:4]=[C:5]1[H:13])([H:7])[H:8],83.1875920437583,52.21200969470671
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[O:5]1,[O:1]([C:2]1=[C:3]([H:7])[C:4]([H:8])([H:9])[O:5]1)[H:6],88.967922077831,35.0205026061795
[C:1]([O:2][C:3]([C:4]([O:5][C:6]([H:14])([H:15])[H:16])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:1]([O+:2]=[C:3]([H:10])[H:11])([H:7])[H:9].[C:4]([O:5][C:6]([H:14])([H:15])[H:16])([H:8])([H:12])[H:13],95.8548186956604,73.3957803123251
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15],[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[O:4][C:5]([H:13])=[C:6]([H:14])[C@@:7]12[H:15])([H:8])([H:9])[H:12],106.853364867464,-10.3929484634039
[O:1]([C:2]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:8])[H:9])[H:7],[H:8][H:14].[O:1](/[C:2](=[C:3](/[C:4]([C:5](=[O:6])[H:13])([H:11])[H:12])[H:10])[H:9])[H:7],57.2370426246754,9.71449053812796
[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[c:6]1[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][C:6]1([H:12])[H:13])([H:7])([H:8])[H:9],61.1764580397639,48.17443484051661
[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C-:2]=[O+:6][C:5]([C:3]([O:4][H:12])([H:10])[H:11])([H:13])[H:14])([H:7])([H:8])[H:9],99.7381978855144,36.9741365030129
[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]([H:12])=[C:7]2[H:13])[H:8],[C:2]123[C@:3]4([H:10])[O:4][C@@:5]1([H:11])[C@@:6]2([H:12])[C@:7]34[H:13].[O:1]([H:8])[H:9],81.2547012946479,51.9600680751176
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])([H:15])/[C:5]1=[N:6]\[O:7][H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1(/[C:5](=[N:6]\[O:7][H:16])[H:14])[H:15])([H:8])([H:9])[H:10],86.0808635594685,4.49284864303697
[C:1]([C@@:2]1([H:11])[N:3]([C:4]([H:12])([H:13])[H:14])[C:5]1([C:6]([H:15])([H:16])[H:17])[C:7]([H:18])([H:19])[H:20])([H:8])([H:9])[H:10],[C:1]([C-:2]1[N+:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C:5]1([C:6]([H:15])([H:16])[H:17])[C:7]([H:18])([H:19])[H:20])([H:8])([H:9])[H:10],76.3528282899485,50.8291355671432
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C@@:4]([C:5]([H:15])([H:16])[H:17])([O:6][H:18])[H:14])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([O:6][H:18])[H:10])([H:7])([H:8])[H:9].[C:4]([C:5]([H:15])([H:16])[H:17])[H:14],122.969385256852,89.5585819302801
[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1,[O:1]=[C:2]=[O:6].[O:3]=[C:4]=[N:5][H:7],38.65879198633221,-57.639539809698896
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([C:6]([H:16])([H:17])[H:18])[C:7]([H:19])([H:20])[H:21])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3][C:4]([H:13])([H:14])[H:15])([C:5]([C:6]([H:16])([H:17])[H:18])([C:7]([H:19])([H:20])[H:21])[H:12])[H:11])([H:8])([H:9])[H:10],69.87447811590779,65.79895114331761
[C:1]([C:2]#[C:3][C:4]([N:5]1[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]=[C:3]([C:4]([N:5]1[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:11])[H:12])[H:9])([H:8])[H:10],81.8061830975005,1.31918660216065
[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5]([O:6][H:16])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:4][H:13])([H:10])[H:11])([H:7])([H:8])[H:9].[C:3]([C:5]([O:6][H:16])([H:14])[H:15])[H:12],122.958302510652,86.7171417531549
[N:1]([c:2]1[c:3]([H:9])[n:4][n:5][n:6]1[H:10])([H:7])[H:8],[N:1]([C@@:2]12[C:3]([H:9])=[N:4][N:5]1[N:6]2[H:10])([H:7])[H:8],90.10870853532973,73.0744525483007
[C:1]([C@@:2]([C:3]([C:4]#[N:5])([H:12])[H:13])([C:6]#[C:7][H:14])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3]([N+:5]#[C-:4])([H:12])[H:13])([C:6]#[C:7][H:14])[H:11])([H:8])([H:9])[H:10],60.10358951034191,20.8181196296855
[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:7],[C:3]1([H:8])=[C:6]([H:14])[C:5]([H:11])([H:12])[C:4]1([H:9])[H:10].[H:7][H:13].[O+:1]#[C-:2],76.89535954868441,35.3697426594231
[C:1]([O:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([C:6]([O:7][H:19])([H:17])[H:18])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10],[C:1]([O:2][C@@:3]([C:4]([H:12])([H:13])[H:14])([C:5]([O:7][H:19])([H:15])[H:16])[H:11])([H:8])([H:9])[H:10].[C:6]([H:17])[H:18],127.018148047171,90.3114156084532
[N:1]([C:2](=[O:3])[C:4]([O:5][C:6](=[O:7])[H:12])([H:10])[H:11])([H:8])[H:9],[N:1](=[C:2]1\[O:3][C:4]1([H:10])[H:11])\[H:9].[O:5]=[C:6]([O:7][H:8])[H:12],48.509339809188496,38.9833725607293
[O:1]([C:2]([C:3]([N:4]([C:5](=[O:6])[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],[N:4](=[C:5](/[O:6][H:7])[H:13])\[H:12].[O:1]1[C:2]([H:8])([H:9])[C:3]1([H:10])[H:11],82.7265813305068,33.960063585907896
[O:1]([C:2]([C:3]#[N:4])([C:5]#[N:6])[H:8])[H:7],[O:1]([C@@:2]([C:3]#[N:4])([N+:6]#[C-:5])[H:8])[H:7],53.8499570582866,16.7356671167267
[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[c:5]([H:11])[n:6]1[H:12])([H:7])[H:8],[N+:1]([C:2]1=[C:3]=[C:4]([H:10])[C-:5]([H:11])[N:6]1[H:12])([H:7])([H:8])[H:9],89.2053974803553,86.3934000810656
[C:1](/[N:2]=[C:3](\[N:4]([H:10])[H:11])[C:5](=[O:6])[H:12])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[N:4]([H:10])([H:11])[H:12],81.60513049274908,21.806994737464105
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[O:5][C:6]1([H:11])[H:12],[C:4]1([H:9])([H:10])[O:5][C:6]1([H:11])[H:12].[O:1]=[C:2]=[C:3]([H:7])[H:8],103.445675513848,41.4094824699328
[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([O:6][H:12])[n:7]1)([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]=[O:4])/[N:7]=[C:5](/[O:6][H:12])[H:11])([H:8])([H:9])[H:10],124.163593864937,26.1178161276772
[C:1]([C@@:2]1([C:5]#[C:6][H:12])[C:3]([H:10])([H:11])[O:4]1)([H:7])([H:8])[H:9],[C:1]([C:6](=[C:5]=[C:2]1[C:3]([H:10])([H:11])[O:4]1)[H:12])([H:7])([H:8])[H:9],103.814381771456,7.07982141807885
[C:1]([N:2]([C:3](=[O:4])[N:5]([C:6]([H:12])([H:13])[H:14])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2](/[C:3]([O:4][C:6]([H:12])([H:13])[H:14])=[N:5]\[H:11])[H:10])([H:7])([H:8])[H:9],78.76319961762279,22.2992727995664
[C:1]([C:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([C:5]1([H:14])[H:15])[O:6][C:7]2([H:16])[H:17])([H:8])([H:9])[H:10],[C:1]([C:2][C:7]([O:6][C:4]1([H:13])[C:3]([H:11])([H:12])[C:5]1([H:14])[H:15])([H:16])[H:17])([H:8])([H:9])[H:10],129.40660629757798,78.5697623637639
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C@@:5]2([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15],[C:3](=[C:4]([H:10])[H:11])([H:8])[H:9].[C:5]1([H:12])=[C:7]([H:15])[C:6]1([H:13])[H:14].[O+:1]#[C-:2],103.533247096807,74.6155903500055
[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:5]([H:12])[C:6]1([H:13])[H:14])[H:7],[H:9][H:14].[O:1]([C:2]1([H:8])[C:3]([H:10])=[C:4]([H:11])[C:5]([H:12])=[C:6]1[H:13])[H:7],60.7995232120268,31.2898099813072
[C:1]([C:2]([C:3](=[O:4])[H:11])([C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[C@@:2]([C:5](=[O:6])[H:12])([H:10])[C@@:3]1([O:4][H:8])[H:11],89.0803394106085,13.827147481033402
[O:1]=[C:2]1[C:3]([H:7])([H:8])[N:4]=[C:5]([H:9])[N:6]1[H:10],[O:1]([c:2]1[c:3]([H:8])[n:4][c:5]([H:9])[n:6]1[H:10])[H:7],73.3199943002462,10.9086197662096
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[C@@:3]1([H:11])[C@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@:7]21[H:17],[C:1]1([H:8])([H:9])[C:2][C@@:3]1([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C:7]1([H:10])[H:17])[H:11],75.4696656333998,58.7867747644227
[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10],[C:1]([c:2]1[c:3]([H:11])[c:5]([H:13])[c:4]([H:12])[c:7]([H:14])[n:6]1)([H:8])([H:9])[H:10],53.7453219823184,-107.679156801061
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9],[C:1](=[C:2]([O:3][C:4]([C:5](=[O:6])[H:13])([H:11])[H:12])[H:10])([H:7])[H:8].[H:9][H:14],73.92203740392391,19.6646891906937
[C:1]([O:2][C:3]([C@@:4]([O:5][H:14])([C:6]([O:7][H:17])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([O:2][C:3]([C:4](=[O:5])[C:6]([O:7][H:17])([H:15])[H:16])([H:12])[H:13])([H:8])([H:9])[H:10].[H:11][H:14],88.4089174660981,18.1990002057765
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[O:6]1,[C:4](=[C:5]([H:11])[H:12])([H:9])[H:10].[O:1]1[C:2](=[O:6])[C:3]1([H:7])[H:8],85.54138425679129,57.8465609864489
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[O:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[C@@:7]23[H:15],[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@:3]([O:4][C:5]([H:12])([H:13])[H:14])([H:11])[C@@:7]2([H:15])[C:6]1,86.7213402725872,65.330178096758
[C:1]([C:2]([C:3](=[O:4])[N:5]([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:4][C:3](=[C:2]([H:9])[H:10])[N:5]([H:11])[H:12])([H:6])([H:7])[H:8],103.003461781485,35.3126515669715
[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5](=[O:6])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O:4])[C:5]([O:6][H:13])([H:12])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],37.5662308639984,-4.926854820837719
[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])([H:9])[C-:5]=[O+:6]1,60.4053992407341,45.247529513288896
[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]1([O:6][H:16])[H:15])([H:7])([H:8])[H:9],[C:1]1([H:7])([H:8])[C@:2]2([H:10])[C@@:3]([C:4]([H:12])([H:13])[H:14])([H:11])[C@:5]12[H:15].[O:6]([H:9])[H:16],104.561391695139,25.104797633907104
[C:1]([C:2]1([C:6]#[N:7])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:8])([H:9])[H:10],[C:1]([C@:2]([C:3]([C:4]([C:5][H:15])([H:13])[H:14])([H:11])[H:12])([C:6]#[N:7])[H:16])([H:8])([H:9])[H:10],85.6498036860694,74.653184746098
[C:1]([C:2]([O:3][C@@:4]1([H:13])[C:5]([H:14])([H:15])[C@:6]1([C:7]([H:17])([H:18])[H:19])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([H:11])([H:12])[H:14])([H:8])([H:9])[H:10].[O:3]=[C:4](/[C:5](=[C:6](\[C:7]([H:17])([H:18])[H:19])[H:16])[H:15])[H:13],93.8217417847733,-6.71884719654137
[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:1]([C:2]([C@:3]1([H:11])[N:4]([H:12])[C:5]1=[O:6])=[C:7]([H:13])[H:14])([H:8])([H:9])[H:10],92.12955837032128,47.3788199293266
[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]1([H:12])[C:7]2([H:13])[H:14],[O+:1]1=[C-:2][C:6]2([H:12])[C:5]([H:10])([H:11])[N:4]([C:3]1([H:8])[H:9])[C:7]2([H:13])[H:14],74.21636400232909,54.48037303760779
[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:9])[H:10])[H:8],[O:1](/[C:2](=[C:3](\[C:4]([C:5]([C:6](=[O:7])[H:10])([H:14])[H:15])([H:12])[H:13])[H:11])[H:9])[H:8],66.9808086299769,0.940939447439937
[C:1]([c:2]1[c:3]([H:11])[n:4]([H:12])[c:5]([N:6]([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([c:2]1[c:3]([H:11])[n:4][c-:5]([N+:6]([H:12])([H:13])[H:14])[c:7]1[H:15])([H:8])([H:9])[H:10],51.2806246458574,38.9328246182746
[O:1]([c:2]1[n:3][n:4]([H:8])[c:5]([H:9])[n:6]1)[H:7],[C:5](#[N:6])[H:9].[O:1]([C:2]#[N+:3][N-:4][H:8])[H:7],99.2313412562257,88.73910894442221
[O:1]=[C:2]([C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9])[H:7],[O+:1](=[C-:2][H:7])[C:3]([C:4]([C:5]#[N:6])([H:10])[H:11])([H:8])[H:9],117.889954316316,67.54531088051371
[C:1]([C:2]([O:3][C:4]([C:5]([O:6][C:7]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([O:3][H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]1([H:13])([H:14])[C:5]([H:15])([H:16])[O:6][C:7]1([H:18])[H:19],101.133519679237,14.1594405856925
[O:1]1[C@:2]2([H:8])[C@:3]3([H:9])[C@:4]4([H:10])[C@@:5]1([H:11])[C@@:6]2([H:12])[N:7]34,[O:1]1[C@@:2]2([H:8])[C@@:3]3([H:9])[C:4][C@:5]1([H:11])[C@:6]2([H:12])[N:7]3[H:10],54.731418801442096,48.41916684997189
[o:1]1[c:2]([H:6])[c:3]([H:7])[n:4][c:5]1[H:8],[N:4]#[C:5][H:8].[O:1]=[C:2]=[C:3]([H:6])[H:7],88.89736090781608,21.9730373134752
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12],[C:1](=[C:2]([C@@:6]1([H:12])[C@:4]([C:3][H:10])([H:11])[O:5]1)[H:9])([H:7])[H:8],57.40666725507379,46.2995483750034
[O:1]=[C:2]([C:3]#[C:4][C:5]#[N:6])[H:7],[O+:1](=[C-:2][H:7])[C:3]#[C:4][C:5]#[N:6],102.623584152048,78.5595375298705
[C:1]([C@@:2]([O:3][H:12])([C:4]([C:5](=[O:6])[N:7]([H:15])[H:16])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:10])[C@@:2]([O:3][H:12])([H:11])[C:4]([H:13])([H:14])[C@@:5]1([O:6][H:9])[N:7]([H:15])[H:16],84.19914443237509,34.2117846293229
[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C@:4]([C:3][H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],68.3177121768519,66.6699690891079
[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[n:5][n:6]1[H:12])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C+:3]=[C:4]([H:11])[N-:5][N:6]1[H:12])([H:7])([H:8])[H:9],79.0746993523929,78.0525411993681
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7],[O:1]([C@@:2]([C:3]([H:9])([H:10])[H:12])([C:4](=[C:5]=[O:6])[H:11])[H:8])[H:7],62.81233066426871,-7.4281478129561
